Customer ID,Order ID,Product ID,Order Date,Ship Date,Ship Mode,Sales,Quantity,Discount,State,Postal Code,Profit,City Type,Region,Country,Year,Outlet Type,Sales Date
CUST000065,ORD000065,PROD000065,4/19/2022,4/23/2022,First Class,1941.21,7,0.24,Punjab,160001,303.42,Village,West,India,2023,Medium,9/4/2021
CUST000066,ORD000066,PROD000066,7/22/2020,7/23/2020,Same Day,5961.75,10,0.47,Maharashtra,400001,403.06,Tier 2,North,India,2022,Large,10/23/2019
CUST000067,ORD000067,PROD000067,1/5/2019,1/10/2019,First Class,15033.44,3,0.15,Madhya Pradesh,462001,2058.14,Village,West,India,2022,Large,9/10/2019
CUST000068,ORD000068,PROD000068,9/7/2021,9/14/2021,Second Class,21552.93,5,0.37,Uttar Pradesh,226001,1492.29,Village,East,India,2022,Medium,8/31/2022
CUST000069,ORD000069,PROD000069,5/1/2023,5/8/2023,First Class,4878.15,7,0.31,Uttar Pradesh,226001,468.53,Tier 2,North,India,2021,Medium,12/16/2023
CUST000070,ORD000070,PROD000070,6/7/2022,6/10/2022,Same Day,46801.69,10,0.45,Karnataka,560001,6319.46,Tier 2,East,India,2020,Medium,8/30/2019
CUST000071,ORD000071,PROD000071,8/6/2023,8/8/2023,Second Class,22971.7,1,0.29,Madhya Pradesh,462001,3182.37,Village,North,India,2019,Small,2/17/2023
CUST000072,ORD000072,PROD000072,5/21/2021,5/26/2021,Standard Class,49342.22,10,0.29,Maharashtra,400001,7270.12,Tier 1,West,India,2021,Medium,5/10/2020
CUST000073,ORD000073,PROD000073,1/12/2022,1/13/2022,Standard Class,4357.85,4,0.38,Karnataka,560001,299.28,Tier 2,South,India,2019,Large,6/21/2022
CUST000074,ORD000074,PROD000074,11/20/2023,11/23/2023,Same Day,37866.05,1,0.07,Maharashtra,400001,9406.68,Tier 1,West,India,2021,Small,6/11/2023
CUST000075,ORD000075,PROD000075,9/24/2022,9/30/2022,First Class,10613.65,6,0.04,Tamil Nadu,600001,2632.64,Tier 2,South,India,2021,Large,5/19/2021
CUST000076,ORD000076,PROD000076,12/14/2021,12/21/2021,Same Day,34132.43,6,0.04,Madhya Pradesh,462001,8067.39,Tier 1,West,India,2022,Small,2/24/2021
CUST000077,ORD000077,PROD000077,1/9/2023,1/12/2023,Standard Class,32935.9,8,0.38,Rajasthan,302001,5988.54,Village,West,India,2021,Medium,3/13/2020
CUST000078,ORD000078,PROD000078,12/11/2021,12/14/2021,First Class,22501.5,9,0.49,Uttar Pradesh,226001,2189.44,Tier 2,West,India,2020,Small,3/15/2022
CUST000079,ORD000079,PROD000079,6/17/2019,6/24/2019,Standard Class,4064.52,10,0.31,Tamil Nadu,600001,369.06,Tier 1,West,India,2021,Large,7/27/2019
CUST000080,ORD000080,PROD000080,6/21/2020,6/27/2020,Second Class,19218.16,3,0.22,Karnataka,560001,2588.25,Tier 2,North,India,2019,Small,6/18/2019
CUST000081,ORD000081,PROD000081,5/30/2021,6/4/2021,First Class,21489.08,2,0.25,West Bengal,700001,2286.15,Tier 2,North,India,2020,Large,9/5/2023
CUST000082,ORD000082,PROD000082,12/2/2022,12/9/2022,Second Class,2183.3,3,0.49,Gujarat,380001,205.17,Village,East,India,2022,Large,12/1/2022
CUST000083,ORD000083,PROD000083,1/15/2023,1/21/2023,Standard Class,4252.58,2,0.04,Punjab,160001,830.09,Tier 1,West,India,2020,Large,12/22/2022
CUST000084,ORD000084,PROD000084,3/15/2020,3/18/2020,Standard Class,12502.21,10,0.49,Delhi,110001,1738.42,Tier 2,South,India,2021,Large,5/4/2019
CUST000085,ORD000085,PROD000085,2/20/2019,2/24/2019,Standard Class,44441.84,5,0.5,Maharashtra,400001,4751.11,Tier 2,East,India,2020,Medium,7/23/2019
CUST000086,ORD000086,PROD000086,8/21/2021,8/27/2021,Standard Class,2951.07,8,0.37,Uttar Pradesh,226001,504.53,Village,East,India,2021,Small,5/25/2021
CUST000087,ORD000087,PROD000087,7/9/2021,7/15/2021,Second Class,33732.85,7,0.3,Tamil Nadu,600001,5107.71,Tier 1,West,India,2023,Small,12/10/2023
CUST000088,ORD000088,PROD000088,6/23/2019,6/24/2019,First Class,2190.27,4,0.03,Uttar Pradesh,226001,599.14,Village,East,India,2019,Medium,1/29/2021
CUST000089,ORD000089,PROD000089,3/21/2020,3/26/2020,Second Class,49298.05,8,0.02,Gujarat,380001,7957.55,Tier 1,South,India,2019,Small,3/13/2019
CUST000090,ORD000090,PROD000090,6/1/2019,6/2/2019,Second Class,18541.08,3,0.45,West Bengal,700001,2815.08,Tier 1,North,India,2019,Small,8/19/2021
CUST000091,ORD000091,PROD000091,10/11/2021,10/12/2021,Same Day,14362.94,7,0.41,Madhya Pradesh,462001,2417.72,Tier 2,North,India,2022,Small,8/8/2021
CUST000092,ORD000092,PROD000092,11/25/2022,11/30/2022,First Class,22134.74,2,0.39,Punjab,160001,2313.97,Tier 1,East,India,2022,Medium,12/28/2021
CUST000093,ORD000093,PROD000093,1/11/2023,1/14/2023,Same Day,3485.44,1,0.01,Karnataka,560001,535.1,Tier 1,East,India,2021,Medium,4/18/2022
CUST000094,ORD000094,PROD000094,4/21/2022,4/26/2022,Second Class,13846.12,3,0.37,West Bengal,700001,2195.95,Tier 2,South,India,2019,Small,4/5/2021
CUST000095,ORD000095,PROD000095,2/25/2022,3/1/2022,Second Class,31236.77,1,0,Karnataka,560001,7427.19,Tier 2,West,India,2021,Medium,12/4/2019
CUST000096,ORD000096,PROD000096,10/19/2020,10/25/2020,Same Day,40544.54,8,0.03,Uttar Pradesh,226001,7015.28,Tier 1,North,India,2020,Medium,6/14/2023
CUST000097,ORD000097,PROD000097,3/30/2023,4/3/2023,Second Class,45706.34,1,0.08,West Bengal,700001,6356.72,Village,North,India,2021,Small,9/30/2023
CUST000098,ORD000098,PROD000098,1/11/2021,1/13/2021,Standard Class,3718.28,4,0.3,Uttar Pradesh,226001,685.51,Tier 1,East,India,2020,Medium,5/6/2022
CUST000099,ORD000099,PROD000099,5/4/2023,5/11/2023,Standard Class,6704.71,8,0.34,Delhi,110001,1210.03,Tier 1,South,India,2023,Large,6/23/2023
CUST000100,ORD000100,PROD000100,5/25/2019,6/1/2019,Second Class,3002.3,10,0.25,Punjab,160001,417.85,Tier 2,West,India,2022,Medium,3/15/2020
CUST000101,ORD000101,PROD000101,6/2/2023,6/9/2023,Same Day,10929.33,7,0.23,Rajasthan,302001,1408.71,Tier 1,South,India,2023,Medium,12/23/2023
CUST000102,ORD000102,PROD000102,2/13/2022,2/17/2022,Second Class,34572.32,5,0.45,Punjab,160001,4406.38,Tier 2,East,India,2019,Large,12/16/2019
CUST000103,ORD000103,PROD000103,6/1/2019,6/6/2019,Same Day,36478.13,9,0.15,Tamil Nadu,600001,5900.74,Village,North,India,2023,Large,3/5/2022
CUST000104,ORD000104,PROD000104,6/22/2022,6/27/2022,Standard Class,26759.07,3,0.38,Delhi,110001,2039.49,Tier 1,East,India,2020,Small,4/30/2019
CUST000105,ORD000105,PROD000105,6/14/2023,6/21/2023,Second Class,38898.03,1,0.03,Uttar Pradesh,226001,5996.93,Tier 1,North,India,2022,Small,9/19/2022
CUST000106,ORD000106,PROD000106,12/22/2020,12/27/2020,First Class,36644.28,1,0.01,Delhi,110001,6567.63,Village,North,India,2022,Medium,3/31/2023
CUST000107,ORD000107,PROD000107,2/13/2019,2/16/2019,Second Class,25950.92,8,0.47,Madhya Pradesh,462001,1509.41,Tier 2,West,India,2019,Small,7/21/2021
CUST000108,ORD000108,PROD000108,11/28/2022,11/29/2022,First Class,14299.23,5,0.31,West Bengal,700001,2199.1,Tier 1,West,India,2019,Large,9/1/2021
CUST000109,ORD000109,PROD000109,11/26/2021,12/2/2021,Same Day,6626.91,2,0.47,Madhya Pradesh,462001,561.03,Village,South,India,2019,Medium,12/1/2022
CUST000110,ORD000110,PROD000110,1/6/2023,1/9/2023,First Class,38323.71,3,0.46,Madhya Pradesh,462001,4313.36,Tier 1,West,India,2020,Large,11/15/2021
CUST000111,ORD000111,PROD000111,4/11/2019,4/15/2019,First Class,26844.64,2,0.1,West Bengal,700001,4129.76,Village,East,India,2022,Medium,11/27/2023
CUST000112,ORD000112,PROD000112,10/10/2021,10/17/2021,First Class,697.12,8,0.23,Gujarat,380001,111.76,Tier 2,West,India,2023,Small,3/3/2023
CUST000113,ORD000113,PROD000113,12/28/2022,1/2/2023,Second Class,39346.38,10,0.49,Maharashtra,400001,5806.18,Village,South,India,2021,Medium,11/17/2021
CUST000114,ORD000114,PROD000114,12/6/2022,12/12/2022,Standard Class,44190.67,9,0.48,Madhya Pradesh,462001,4514.81,Tier 1,North,India,2022,Medium,1/19/2020
CUST000115,ORD000115,PROD000115,9/30/2020,10/7/2020,Same Day,11761.16,5,0.17,Uttar Pradesh,226001,2628.29,Tier 2,West,India,2019,Small,7/16/2023
CUST000116,ORD000116,PROD000116,10/30/2022,11/4/2022,Standard Class,35444.41,2,0.15,Maharashtra,400001,7388,Tier 2,North,India,2020,Small,10/20/2022
CUST000117,ORD000117,PROD000117,9/13/2019,9/17/2019,First Class,24067.34,7,0.15,Madhya Pradesh,462001,5195.55,Tier 2,North,India,2023,Large,4/5/2020
CUST000118,ORD000118,PROD000118,1/10/2023,1/15/2023,Second Class,793.12,10,0.18,West Bengal,700001,169.7,Tier 2,West,India,2022,Medium,6/8/2019
CUST000119,ORD000119,PROD000119,7/27/2019,7/29/2019,Standard Class,5664.79,6,0.43,Madhya Pradesh,462001,346.4,Tier 1,West,India,2020,Medium,7/11/2022
CUST000120,ORD000120,PROD000120,9/28/2021,10/4/2021,First Class,26376.62,5,0.49,West Bengal,700001,1834.7,Tier 2,South,India,2019,Large,12/29/2020
CUST000121,ORD000121,PROD000121,3/7/2019,3/14/2019,Standard Class,19880,3,0.1,Gujarat,380001,2727.73,Tier 1,South,India,2023,Small,4/20/2020
CUST000122,ORD000122,PROD000122,2/16/2022,2/22/2022,Same Day,1693.77,4,0.28,Madhya Pradesh,462001,149.08,Tier 2,West,India,2022,Large,12/16/2023
CUST000123,ORD000123,PROD000123,4/15/2020,4/21/2020,Standard Class,35934,3,0.34,Madhya Pradesh,462001,4536.47,Tier 2,North,India,2021,Large,12/18/2022
CUST000124,ORD000124,PROD000124,10/20/2019,10/23/2019,Second Class,15212.98,4,0.2,Gujarat,380001,3364.93,Tier 2,North,India,2022,Small,4/25/2019
CUST000125,ORD000125,PROD000125,9/20/2021,9/22/2021,Standard Class,26067.1,10,0.09,Delhi,110001,3352.04,Tier 1,West,India,2020,Large,11/30/2023
CUST000126,ORD000126,PROD000126,12/7/2023,12/12/2023,Second Class,15616.44,4,0.48,West Bengal,700001,950.38,Tier 1,North,India,2022,Large,9/16/2021
CUST000127,ORD000127,PROD000127,7/10/2022,7/15/2022,Second Class,14652.53,1,0.19,Gujarat,380001,3384.47,Tier 2,West,India,2022,Large,11/14/2020
CUST000128,ORD000128,PROD000128,7/5/2022,7/7/2022,Standard Class,43133.85,6,0.18,Tamil Nadu,600001,7888.68,Village,North,India,2022,Medium,11/14/2022
CUST000129,ORD000129,PROD000129,4/17/2022,4/21/2022,First Class,21086.8,10,0.31,Delhi,110001,1800.15,Village,North,India,2023,Small,10/12/2023
CUST000130,ORD000130,PROD000130,6/12/2020,6/18/2020,Same Day,2435.15,8,0.22,Uttar Pradesh,226001,347.69,Tier 1,North,India,2020,Small,12/17/2021
CUST000131,ORD000131,PROD000131,12/22/2021,12/29/2021,Second Class,10798.16,1,0.43,Karnataka,560001,1577.26,Village,North,India,2023,Small,11/4/2022
CUST000132,ORD000132,PROD000132,10/8/2019,10/13/2019,Same Day,24579.38,2,0.47,Maharashtra,400001,3043.99,Tier 2,North,India,2023,Small,9/14/2020
CUST000133,ORD000133,PROD000133,12/18/2020,12/24/2020,First Class,38746.73,8,0.07,West Bengal,700001,10255.51,Tier 2,South,India,2019,Small,4/2/2022
CUST000134,ORD000134,PROD000134,6/29/2023,7/5/2023,Standard Class,45799.71,10,0.08,Delhi,110001,8173.83,Tier 1,South,India,2019,Small,10/25/2023
CUST000135,ORD000135,PROD000135,12/27/2019,1/1/2020,Same Day,35224.11,4,0.06,West Bengal,700001,3465.07,Village,North,India,2021,Medium,6/11/2020
CUST000136,ORD000136,PROD000136,2/28/2021,3/6/2021,Same Day,21031.68,1,0.46,Tamil Nadu,600001,1817.23,Village,South,India,2021,Small,8/5/2022
CUST000137,ORD000137,PROD000137,1/23/2021,1/29/2021,Standard Class,7574.82,9,0.13,Karnataka,560001,1165.08,Tier 1,North,India,2023,Medium,2/10/2020
CUST000138,ORD000138,PROD000138,12/23/2020,12/25/2020,Second Class,16517.9,4,0.45,West Bengal,700001,2679.8,Village,West,India,2020,Small,9/24/2019
CUST000139,ORD000139,PROD000139,12/8/2021,12/14/2021,Same Day,33455.09,3,0.22,Uttar Pradesh,226001,6363.52,Tier 1,West,India,2020,Small,7/20/2023
CUST000140,ORD000140,PROD000140,4/17/2023,4/22/2023,Second Class,32844.8,2,0.48,Punjab,160001,4428.69,Tier 2,North,India,2021,Large,12/18/2020
CUST000141,ORD000141,PROD000141,8/3/2019,8/6/2019,Standard Class,33973.99,7,0.19,Uttar Pradesh,226001,7984.17,Village,South,India,2023,Large,12/11/2023
CUST000142,ORD000142,PROD000142,8/4/2023,8/6/2023,Standard Class,46639.02,5,0.45,Punjab,160001,6652.35,Tier 1,South,India,2019,Medium,7/5/2023
CUST000143,ORD000143,PROD000143,5/11/2021,5/17/2021,Second Class,28889.83,1,0.23,Punjab,160001,3046.44,Village,West,India,2023,Medium,8/5/2019
CUST000144,ORD000144,PROD000144,9/21/2022,9/26/2022,First Class,23167.07,9,0.33,West Bengal,700001,1593.57,Tier 2,South,India,2020,Medium,9/24/2022
CUST000145,ORD000145,PROD000145,9/21/2021,9/27/2021,Same Day,42925.93,5,0.3,Gujarat,380001,4541.75,Tier 2,South,India,2021,Medium,8/9/2021
CUST000146,ORD000146,PROD000146,4/22/2023,4/23/2023,Standard Class,30630.46,7,0.49,Madhya Pradesh,462001,4651.85,Tier 2,South,India,2021,Small,2/8/2019
CUST000147,ORD000147,PROD000147,7/22/2023,7/25/2023,Second Class,41485.32,1,0.19,Tamil Nadu,600001,8870.53,Tier 1,East,India,2022,Large,7/22/2021
CUST000148,ORD000148,PROD000148,6/22/2023,6/24/2023,Standard Class,39234.01,9,0.11,Uttar Pradesh,226001,7403.69,Village,South,India,2021,Medium,10/19/2019
CUST000149,ORD000149,PROD000149,12/19/2023,12/24/2023,Same Day,48153.69,10,0.21,Karnataka,560001,9780.33,Village,South,India,2021,Small,7/16/2019
CUST000150,ORD000150,PROD000150,11/22/2022,11/24/2022,Second Class,28702.64,1,0.02,Karnataka,560001,3399.35,Village,West,India,2023,Medium,9/13/2023
CUST000151,ORD000151,PROD000151,1/7/2019,1/8/2019,Second Class,32942.88,3,0.35,Maharashtra,400001,4394.39,Tier 2,North,India,2022,Large,1/25/2022
CUST000152,ORD000152,PROD000152,6/16/2022,6/20/2022,Same Day,42920.24,4,0.49,Madhya Pradesh,462001,4170.53,Village,East,India,2022,Medium,4/2/2023
CUST000153,ORD000153,PROD000153,11/12/2022,11/13/2022,Same Day,32378.72,10,0.27,Madhya Pradesh,462001,2399.46,Village,South,India,2023,Medium,6/26/2023
CUST000154,ORD000154,PROD000154,5/13/2022,5/17/2022,Standard Class,7026.46,8,0.41,Rajasthan,302001,954.64,Village,West,India,2019,Medium,4/6/2020
CUST000155,ORD000155,PROD000155,6/16/2020,6/17/2020,Second Class,189.51,8,0.46,Karnataka,560001,28.65,Tier 2,South,India,2023,Medium,4/20/2020
CUST000156,ORD000156,PROD000156,3/16/2021,3/17/2021,First Class,29498.79,6,0.11,Delhi,110001,4069.44,Village,North,India,2019,Small,1/21/2020
CUST000157,ORD000157,PROD000157,6/10/2020,6/17/2020,First Class,43763.64,3,0.3,Maharashtra,400001,8045.75,Tier 2,East,India,2023,Medium,1/6/2020
CUST000158,ORD000158,PROD000158,8/4/2019,8/7/2019,Same Day,28080.71,5,0.42,Tamil Nadu,600001,1924.12,Tier 1,West,India,2022,Small,7/8/2021
CUST000159,ORD000159,PROD000159,8/30/2022,9/2/2022,Second Class,37165.6,4,0.28,Gujarat,380001,5426.11,Tier 1,West,India,2021,Large,3/19/2020
CUST000160,ORD000160,PROD000160,8/5/2019,8/7/2019,Second Class,9054.2,7,0.35,Punjab,160001,1346.15,Tier 1,South,India,2019,Medium,12/22/2023
CUST000161,ORD000161,PROD000161,4/1/2022,4/6/2022,Same Day,24201.45,2,0.2,Punjab,160001,3462.94,Tier 2,North,India,2022,Small,7/18/2019
CUST000162,ORD000162,PROD000162,11/5/2023,11/12/2023,Same Day,35291.23,10,0.07,Tamil Nadu,600001,6909.57,Tier 2,East,India,2020,Small,11/8/2019
